Taxon,Strain,Accession ID,Originating Laboratory,Submitting Laboratory,Authors
Poland/PL_P20/2020|2020-04-07,Poland/PL_P20/2020,EPI_ISL_451981,"1. ViroGenetics - BSL3 Laboratory of Virology, Małopolska Centre of Biotechnology, Jagiellonian University; 2. II Department of Internal Medicine, Faculty of Medicine, Jagiellonian University Medical College; 3. DIAGNOSTYKA Ltd.","1. ViroGenetics - BSL3 Laboratory of Virology, Małopolska Centre of Biotechnology, Jagiellonian University; 2. II Department of Internal Medicine, Faculty of Medicine, Jagiellonian University Medical College.",Marek Sanak et al
Poland/PL_P27/2020|2020-03-27,Poland/PL_P27/2020,EPI_ISL_455440,"1. ViroGenetics - BSL3 Laboratory of Virology, Małopolska Centre of Biotechnology, Jagiellonian University; 2. II Department of Internal Medicine, Faculty of Medicine, Jagiellonian University Medical College; 3. Narodowy Instytut Zdrowia Publicznego – Państwowy Zakład Higieny (NIZP-PZH)","1. ViroGenetics - BSL3 Laboratory of Virology, Małopolska Centre of Biotechnology, Jagiellonian University; 2. II Department of Internal Medicine, Faculty of Medicine, Jagiellonian University Medical College; 3. Narodowy Instytut Zdrowia Publicznego – Państwowy Zakład Higieny (NIZP-PZH).",Katarzyna Pancer et al
Poland/Pom6/2020|2020-04-23,Poland/Pom6/2020,EPI_ISL_451647,"Laboratory of Molecular Biology, Diagnostyka sp. z o.o.",Laboratory of Recombinant Vaccines,Lukasz Rabalski et al
Poland/Pom8/2020|2020-04-27,Poland/Pom8/2020,EPI_ISL_451649,"Hematology Laboratory, Section of Molecular Diagnostics, University Clinical Centre, Medical University of Gdansk",Laboratory of Recombinant Vaccines,Lukasz Rabalski et al
Poland/Pom9/2020|2020-04-27,Poland/Pom9/2020,EPI_ISL_451650,"Hematology Laboratory, Section of Molecular Diagnostics, University Clinical Centre, Medical University of Gdansk",Laboratory of Recombinant Vaccines,Lukasz Rabalski et al
Poland/Sla2/2020|2020-05-05,Poland/Sla2/2020,EPI_ISL_451656,State Sanitary Inspectorate,Laboratory of Recombinant Vaccines,Lukasz Rabalski et al
Poland/Sla3/2020|2020-05-05,Poland/Sla3/2020,EPI_ISL_451657,State Sanitary Inspectorate,Laboratory of Recombinant Vaccines,Lukasz Rabalski et al
Poland/Sla9/2020|2020-05-05,Poland/Sla9/2020,EPI_ISL_451663,State Sanitary Inspectorate,Laboratory of Recombinant Vaccines,Lukasz Rabalski et al
Portugal/PT0007/2020|2020-03-07,Portugal/PT0007/2020,EPI_ISL_417992,CHULC - H D Estefania,Instituto Nacional de Saude (INSA),Guiomar et al et al
Portugal/PT0180/2020|2020-03-28,Portugal/PT0180/2020,EPI_ISL_453896,unknown,Instituto Nacional de Saude (INSA),Borges et al et al
Portugal/PT0397a/2020|2020-04-19,Portugal/PT0397a/2020,EPI_ISL_454119,unknown,Instituto Nacional de Saude (INSA),Borges et al et al
Portugal/PT0551/2020|2020-04-07,Portugal/PT0551/2020,EPI_ISL_454274,unknown,Instituto Nacional de Saude (INSA),Borges et al et al
Portugal/PT0556/2020|2020-04-20,Portugal/PT0556/2020,EPI_ISL_454279,unknown,Instituto Nacional de Saude (INSA),Borges et al et al
Portugal/PT0608/2020|2020-03-14,Portugal/PT0608/2020,EPI_ISL_454331,unknown,Instituto Nacional de Saude (INSA),Borges et al et al
Qatar/QA20/2020|2020-03-23,Qatar/QA20/2020,EPI_ISL_427416,Ministry of Public Health (MoPH),Biomedical Research Center (BRC),Abdullatif Al-Khal et al
Qatar/QA23/2020|2020-03-23,Qatar/QA23/2020,EPI_ISL_427419,Ministry of Public Health (MoPH),Biomedical Research Center (BRC),Abdullatif Al-Khal et al
Romania/278406/2020|2020-04-30,Romania/278406/2020,EPI_ISL_445220,"Laborarory for Respiratory Viruses, ""Cantacuzino"" National Military-Medical Institute for Resararch and Development",Cantacuzino Institute,M.Lazar et al
Romania/283584/2020|2020-05-12,Romania/283584/2020,EPI_ISL_455469,"Laboratory for Respiratory Viruses, Cantacuzino National Military-Medical Institute for Research and Development",Cantacuzino Institute,M.Lazar et al
Romania/284168/2020|2020-05-13,Romania/284168/2020,EPI_ISL_455472,"Laboratory for Respiratory Viruses, Cantacuzino National Military-Medical Institute for Research and Development",Cantacuzino Institute,M.Lazar et al
Romania/284213/2020|2020-05-13,Romania/284213/2020,EPI_ISL_455468,"Laboratory for Respiratory Viruses, Cantacuzino National Military-Medical Institute for Research and Development",Cantacuzino Institute,M.Lazar et al
Romania/284489/2020|2020-05-14,Romania/284489/2020,EPI_ISL_455470,"Laboratory for Respiratory Viruses, Cantacuzino National Military-Medical Institute for Research and Development",Cantacuzino Institute,M.Lazar et al
Romania/284508/2020|2020-05-14,Romania/284508/2020,EPI_ISL_455471,"Laboratory for Respiratory Viruses, Cantacuzino National Military-Medical Institute for Research and Development",Cantacuzino Institute,M.Lazar et al
Romania/285388/2020|2020-05-17,Romania/285388/2020,EPI_ISL_455476,"Laboratory for Respiratory Viruses, Cantacuzino National Military-Medical Institute for Research and Development",Cantacuzino Institute,M.Lazar et al
Romania/Bucuresti-293034/2020|2020-06-04,Romania/Bucuresti-293034/2020,EPI_ISL_471420,"Laboratory for Respiratory Viruses, National Influenza Centre, Cantacuzino National Military-Medical Institute for Research and Development",Cantacuzino Institute,Luiza Ustea et al
Romania/Bucuresti-294285/2020|2020-06-07,Romania/Bucuresti-294285/2020,EPI_ISL_471422,"Laboratory for Respiratory Viruses, National Influenza Centre, Cantacuzino National Military-Medical Institute for Research and Development",Cantacuzino Institute,Luiza Ustea et al
Romania/Bucuresti-4105/2020|2020-03-21,Romania/Bucuresti-4105/2020,EPI_ISL_468134,"[Romania, Bucharest] National Institute for Infectious Diseases “Prof. Dr. Matei Balș”","[Romania, Bucharest] National Institute for Infectious Diseases “Prof. Dr. Matei Balș”",Leontina Banica et al
Romania/Buzau-291946/2020|2020-06-01,Romania/Buzau-291946/2020,EPI_ISL_471416,"Laboratory for Respiratory Viruses, National Influenza Centre, Cantacuzino National Military-Medical Institute for Research and Development",Cantacuzino Institute,Luiza Ustea et al
Romania/Buzau-292638/2020|2020-06-04,Romania/Buzau-292638/2020,EPI_ISL_471423,"Laboratory for Respiratory Viruses, National Influenza Centre, Cantacuzino National Military-Medical Institute for Research and Development",Cantacuzino Institute,Luiza Ustea et al
Romania/Buzau-292711/2020|2020-06-03,Romania/Buzau-292711/2020,EPI_ISL_471417,"Laboratory for Respiratory Viruses, National Influenza Centre, Cantacuzino National Military-Medical Institute for Research and Development",Cantacuzino Institute,Luiza Ustea et al
Romania/Buzau-293197/2020|2020-06-03,Romania/Buzau-293197/2020,EPI_ISL_471419,"Laboratory for Respiratory Viruses, National Influenza Centre, Cantacuzino National Military-Medical Institute for Research and Development",Cantacuzino Institute,Luiza Ustea et al
Romania/Iasi-296512/2020|2020-06-10,Romania/Iasi-296512/2020,EPI_ISL_471421,"Laboratory for Respiratory Viruses, National Influenza Centre, Cantacuzino National Military-Medical Institute for Research and Development",Cantacuzino Institute,Luiza Ustea et al
Romania/Valcea/2020|2020-06-07,Romania/Valcea/2020,EPI_ISL_471424,"Laboratory for Respiratory Viruses, National Influenza Centre, Cantacuzino National Military-Medical Institute for Research and Development",Cantacuzino Institute,Luiza Ustea et al
Russia/CRIE156278/2020|2020-03-02,Russia/CRIE156278/2020,EPI_ISL_460096,"Molecular diagnostic laboratory of Federal Budget Institution of Science ""Central Research Institute of Epidemiology"" of The Federal Service on Customers' Rights Protection and Human Well-being Surveillance",Group of Genomics and Postgenomic Technologies of Central Research Institute of Epidemilology,Speranskaya AS et al
Russia/Krasnoyarsk-66501/2020|2020-03-13,Russia/Krasnoyarsk-66501/2020,EPI_ISL_428871,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Oleg V. Pyankov et al
Russia/Moscow_PMVL-3/2020|2020-05-05,Russia/Moscow_PMVL-3/2020,EPI_ISL_470897,Pathogenic Microorganisms Variability Laboratory,Pathogenic Microorganisms Variability Laboratory,Alexey Shchetinin et al
Russia/Moscow_PMVL-5/2020|2020-05-05,Russia/Moscow_PMVL-5/2020,EPI_ISL_470899,Pathogenic Microorganisms Variability Laboratory,Pathogenic Microorganisms Variability Laboratory,Alexey Shchetinin et al
Russia/Moscow-62501/2020|2020-03-11,Russia/Moscow-62501/2020,EPI_ISL_428861,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Oleg V. Pyankov et al
Russia/Moscow-67609/2020|2020-03-16,Russia/Moscow-67609/2020,EPI_ISL_428882,"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms","State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",Oleg V. Pyankov et al
Russia/StPetersburg-RII4678S/2020|2020-04-06,Russia/StPetersburg-RII4678S/2020,EPI_ISL_427323,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Andrey Komissarov et al
Russia/StPetersburg-RII4728S/2020|2020-04-07,Russia/StPetersburg-RII4728S/2020,EPI_ISL_427335,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Andrey Komissarov et al
Russia/StPetersburg-RII4937S/2020|2020-04-08,Russia/StPetersburg-RII4937S/2020,EPI_ISL_430072,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Andrey Komissarov et al
Russia/StPetersburg-RII6840S/2020|2020-04-15,Russia/StPetersburg-RII6840S/2020,EPI_ISL_450244,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Andrey Komissarov et al
Russia/StPetersburg-RII7555S/2020|2020-04-21,Russia/StPetersburg-RII7555S/2020,EPI_ISL_450259,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,Andrey Komissarov et al
Saudi_Arabia/KAUST-Madinah264/2020|2020-04-20,Saudi_Arabia/KAUST-Madinah264/2020,EPI_ISL_437747,Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST),Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST),Sharif Hala et al
Saudi_Arabia/KAUST-Makkah163/2020|2020-04-09,Saudi_Arabia/KAUST-Makkah163/2020,EPI_ISL_437697,Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST),Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST),Sharif Hala et al
Saudi_Arabia/KAUST-Makkah20/2020|2020-03-22,Saudi_Arabia/KAUST-Makkah20/2020,EPI_ISL_437468,Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST),Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST),Sharif Hala et al
Saudi_Arabia/KAUST-Makkah232/2020|2020-04-16,Saudi_Arabia/KAUST-Makkah232/2020,EPI_ISL_437728,Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST),Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST),Sharif Hala et al
Saudi_Arabia/KAUST-Makkah236/2020|2020-04-16,Saudi_Arabia/KAUST-Makkah236/2020,EPI_ISL_437731,Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST),Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST),Sharif Hala et al
Scotland/EDB2092/2020|2020-04-19,Scotland/EDB2092/2020,EPI_ISL_433190,"Virology Department, Royal Infirmary of Edinburgh, NHS Lothian / School of Biological Sciences, University of Edinburgh / Institute of Genetics and Molecular Medicine, University of Edinburgh",COVID-19 Genomics UK (COG-UK) Consortium,McHugh M et al
Scotland/EDB3857/2020|2020-04-30,Scotland/EDB3857/2020,EPI_ISL_439341,"Virology Department, Royal Infirmary of Edinburgh, NHS Lothian / School of Biological Sciences, University of Edinburgh / Institute of Genetics and Molecular Medicine, University of Edinburgh",COVID-19 Genomics UK (COG-UK) Consortium,McHugh M et al
Senegal/003/2020|2020-02-28,Senegal/003/2020,EPI_ISL_418206,Institut Pasteur Dakar,Institut Pasteur de Dakar,Ndongo Dia et al
Senegal/016/2020|2020-03-02,Senegal/016/2020,EPI_ISL_418207,Institut Pasteur Dakar,Institut Pasteur de Dakar,Ndongo Dia et al
Senegal/020/2020|2020-03-04,Senegal/020/2020,EPI_ISL_418208,Institut Pasteur Dakar,Institut Pasteur de Dakar,Ndongo Dia et al
Serbia/CA3002-04/2020|2020-04-07,Serbia/CA3002-04/2020,EPI_ISL_455480,Veterinary Specialized Institute Kraljevo,Veterinary Specialized Institute Kraljevo,Vidanovic et al
Serbia/CA3089-04/2020|2020-04-25,Serbia/CA3089-04/2020,EPI_ISL_454795,Veterinary Specialized Institute Kraljevo,Veterinary Specialized Institute Kraljevo,Vidanovic et al
Serbia/KV22-05/2020|2020-05-10,Serbia/KV22-05/2020,EPI_ISL_462435,unknown,Laboratory Diagnostic,Vidanovic et al
Serbia/KV26-04/2020|2020-04-04,Serbia/KV26-04/2020,EPI_ISL_437435,Veterinary Specialized Institue Kraljevo,Veterinary Specialized Institue Kraljevo,Dejan Vidanovic. Bojana Tesovic et al
Serbia/KV26/2020|2020-04-13,Serbia/KV26/2020,EPI_ISL_445086,"Laboratory Diagnostic, Veterinary Specialized Institute Kraljevo","Laboratory Diagnostic, Veterinary Specialized Institute Kraljevo",Vidanovic et al
Serbia/KV27-04/2020|2020-04-23,Serbia/KV27-04/2020,EPI_ISL_462437,unknown,Laboratory Diagnostic,Vidanovic et al
Serbia/NP363-04/2020|2020-04-04,Serbia/NP363-04/2020,EPI_ISL_437436,Veterinary Specialized Institue Kraljevo,Veterinary Specialized Institue Kraljevo,Dejan Vidanovic. Bojana Tesovic et al
Serbia/UE38-04/2020|2020-04-28,Serbia/UE38-04/2020,EPI_ISL_462436,unknown,Laboratory Diagnostic,Vidanovic et al
Shandong/LY006-2/2020|2020-01-25,Shandong/LY006-2/2020,EPI_ISL_414939,Shandong Provincial Center for Disease Control and Prevention,Beijing Institute of Microbiology and Epidemiology,Xiao-Lin Jiang et al
Shanghai/SH0017/2020|2020-02-01,Shanghai/SH0017/2020,EPI_ISL_416328,"Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University","National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center",Shengyue Wang et al
Shanghai/SH0110/2020|2020-02-13,Shanghai/SH0110/2020,EPI_ISL_416399,"Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University","National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center",Shengyue Wang et al
Shenzhen/HKU-SZ-002/2020|2020-01-10,Shenzhen/HKU-SZ-002/2020,EPI_ISL_406030,The University of Hong Kong - Shenzhen Hospital,"Li Ka Shing Faculty of Medicine, The University of Hong Kong",Chan et al
Shenzhen/HKU-SZ-005/2020|2020-01-11,Shenzhen/HKU-SZ-005/2020,EPI_ISL_405839,The University of Hong Kong - Shenzhen Hospital,"Li Ka Shing Faculty of Medicine, The University of Hong Kong",Chan et al
Shenzhen/SZTH-002/2020|2020-01-13,Shenzhen/SZTH-002/2020,EPI_ISL_406593,"Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital","Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital",Yang Yang et al
Shenzhen/SZTH-003/2020|2020-01-16,Shenzhen/SZTH-003/2020,EPI_ISL_406594,"Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital","Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital",Yang Yang et al
Sichuan/IVDC-SC-001/2020|2020-01-15,Sichuan/IVDC-SC-001/2020,EPI_ISL_408484,"National Institute for Viral Disease Control and Prevention, China CDC","National Institute for Viral Disease Control & Prevention, CCDC",Wenjie Tan et al
Sichuan/SC-NC-067/2020|2020-02-01,Sichuan/SC-NC-067/2020,EPI_ISL_451327,West China Hospital of Sichuan University,State Key Laboratory of Biotherapy of Sichuan University,Baowen Du et al
Sichuan/SC-PHCC1-026/2020|2020-02-20,Sichuan/SC-PHCC1-026/2020,EPI_ISL_451347,West China Hospital of Sichuan University,State Key Laboratory of Biotherapy of Sichuan University,Baowen Du et al
Sichuan/SC-PHCC2-042/2020|2020-02-13,Sichuan/SC-PHCC2-042/2020,EPI_ISL_451362,West China Hospital of Sichuan University,State Key Laboratory of Biotherapy of Sichuan University,Baowen Du et al
Sichuan/SC-WCH4-284/2020|2020-02-02,Sichuan/SC-WCH4-284/2020,EPI_ISL_451386,West China Hospital of Sichuan University,State Key Laboratory of Biotherapy of Sichuan University,Baowen Du et al
Sichuan/SC-WCH4-287/2020|2020-01-30,Sichuan/SC-WCH4-287/2020,EPI_ISL_451389,West China Hospital of Sichuan University,State Key Laboratory of Biotherapy of Sichuan University,Baowen Du et al
Singapore/1/2020|2020-01-23,Singapore/1/2020,EPI_ISL_406973,Singapore General Hospital,National Public Health Laboratory,Mak et al
Singapore/17/2020|2020-02-10,Singapore/17/2020,EPI_ISL_418992,"National Public Health Laboratory, National Centre for Infectious Diseases","National Public Health Laboratory, National Centre for Infectious Diseases",Mak TM et al
Singapore/175/2020|2020-02-09,Singapore/175/2020,EPI_ISL_462293,"National Public Health Laboratory, National Centre for Infectious Diseases","National Public Health Laboratory, National Centre for Infectious Diseases",Mak TM et al
Singapore/186/2020|2020-02-08,Singapore/186/2020,EPI_ISL_462304,"National Public Health Laboratory, National Centre for Infectious Diseases","National Public Health Laboratory, National Centre for Infectious Diseases",Mak TM et al
Singapore/188/2020|2020-02-14,Singapore/188/2020,EPI_ISL_462306,"National Public Health Laboratory, National Centre for Infectious Diseases","National Public Health Laboratory, National Centre for Infectious Diseases",Mak TM et al
